                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.6905,                 8.9171,                 5.8047,                0.41777,                0.29161,                0.27321,                0.13113,                 4.1355,                 5.3524,                 3.8071,             0.00066533,             0.00066533,             0.00066533
